"baseMean","log2FoldChange","stat","pvalue","padj","B","symbol"
9.782,-0.2367,-1.69,0.09504,0.228,-5.02,"C9orf123"
9.325,-0.2367,-1.716,0.09017,0.2201,-4.978,"C19orf60"
-0.7132,-0.2367,-1.78,0.07899,0.2007,-4.872,"LCN1"
9.412,-0.2367,-1.645,0.1039,0.2429,-5.09,"WDR7"
10.58,-0.2368,-1.678,0.09739,0.2319,-5.039,"NDUFA9"
1.04,-0.237,-0.924,0.3583,0.5506,-5.983,"GPR151"
9.293,-0.2372,-2.608,0.0109,0.04802,-3.191,"RNF126"
11.14,-0.2372,-3.688,0.0004132,0.004634,-0.2321,"TSN"
1.715,-0.2372,-0.5201,0.6044,0.7681,-6.268,"SLC27A2"
8.788,-0.2374,-1.6,0.1137,0.2589,-5.161,"YEATS4"
4.776,-0.2374,-1.033,0.305,0.504,-5.879,"RUNDC2A"
11.14,-0.2376,-2.751,0.007361,0.03632,-2.845,"PTK2"
5.606,-0.2376,-1.002,0.3196,0.519,-5.91,"C16orf79"
9.204,-0.2377,-1.468,0.146,0.3079,-5.354,"TTC7B"
6.342,-0.2377,-2.311,0.02345,0.08382,-3.857,"FAM35B"
8.201,-0.2377,-2.037,0.04496,0.1339,-4.409,"PACRGL"
7.468,-0.2378,-1.252,0.2141,0.3972,-5.636,"ALDH1L2"
5.195,-0.2379,-0.5716,0.5692,0.7381,-6.24,"CYP27B1"
-0.7517,-0.238,-1.997,0.0493,0.1432,-4.486,"OR1F2P"
-0.7769,-0.238,-2.137,0.03566,0.1136,-4.215,"CYP4Z2P"
2.909,-0.238,-0.699,0.4866,0.6673,-6.161,"HTR2B"
10.03,-0.2381,-1.574,0.1194,0.2685,-5.199,"C19orf70"
8.773,-0.2381,-3.008,0.003531,0.02121,-2.188,"COIL"
0.8129,-0.2382,-0.8539,0.3958,0.5866,-6.043,"H1FNT"
9.015,-0.2382,-1.858,0.06692,0.1789,-4.738,"C10orf32"
2.361,-0.2382,-0.5262,0.6003,0.7645,-6.265,"MCOLN3"
1.552,-0.2383,-0.7097,0.48,0.6614,-6.154,"NCRNA00093"
8.719,-0.2383,-2.202,0.03055,0.1016,-4.084,"PAK1IP1"
8.434,-0.2384,-2.678,0.009007,0.0419,-3.023,"NKRF"
-0.02376,-0.2385,-1.084,0.2817,0.4782,-5.827,"OVCH1"
-0.02252,-0.2386,-0.9255,0.3575,0.5497,-5.981,"HIST2H2AB"
10.94,-0.2386,-2.349,0.02132,0.07833,-3.776,"MXD4"
-0.7596,-0.2387,-1.01,0.3158,0.5152,-5.902,"TRIM6.TRIM34"
6.012,-0.2387,-0.972,0.334,0.5326,-5.938,"DNAH17"
8.61,-0.2388,-2.259,0.02665,0.09195,-3.967,"MLLT10"
10.65,-0.2388,-1.95,0.05467,0.1544,-4.572,"TSC2"
5.914,-0.2388,-1.048,0.298,0.4963,-5.864,"TCTE3"
-0.569,-0.2389,-1.514,0.1339,0.2908,-5.288,"LOC152024"
-0.7789,-0.2389,-1.626,0.108,0.2495,-5.121,"SCARNA1"
4.529,-0.239,-2.095,0.03934,0.1223,-4.297,"LOC100130691"
8.408,-0.239,-2.139,0.03552,0.1133,-4.211,"MRPL1"
-0.4194,-0.2391,-1.393,0.1676,0.3365,-5.457,"OR2K2"
10.42,-0.2392,-3.252,0.001689,0.01248,-1.521,"FARSB"
4.173,-0.2393,-0.9862,0.327,0.5263,-5.925,"H2BFXP"
10.51,-0.2393,-2.349,0.0213,0.07827,-3.775,"CCNY"
7.716,-0.2394,-1.643,0.1043,0.2436,-5.093,"ZSCAN12"
9.314,-0.2394,-1.783,0.07839,0.1996,-4.866,"REXO1"
9.89,-0.2394,-2.45,0.01649,0.06524,-3.553,"SEPHS1"
8.799,-0.2394,-1.513,0.1342,0.2913,-5.289,"RAB39B"
9.248,-0.2394,-2.486,0.01502,0.06086,-3.472,"NFYA"
5.971,-0.2396,-0.5297,0.5978,0.7624,-6.263,"WNT7A"
8.009,-0.2397,-1.088,0.2798,0.4758,-5.822,"CHTF18"
11.2,-0.2397,-2.44,0.01692,0.06639,-3.576,"SPIN1"
-0.8372,-0.2398,-1.582,0.1176,0.2653,-5.187,"HOXC12"
10.53,-0.2399,-1.673,0.09831,0.2335,-5.047,"COMMD7"
9.219,-0.2399,-2.154,0.03429,0.1107,-4.182,"UNC119"
10.36,-0.24,-2.572,0.012,0.05154,-3.276,"TTC19"
8.653,-0.2401,-1.91,0.05979,0.1647,-4.645,"PEX26"
-0.4079,-0.2401,-1.105,0.2727,0.4673,-5.804,"OR4N4"
9.399,-0.2404,-2.204,0.03042,0.1013,-4.08,"NICN1"
4.872,-0.2406,-1.956,0.05404,0.1533,-4.562,"NACA2"
11.03,-0.2406,-0.9922,0.3241,0.5237,-5.919,"NCS1"
1.461,-0.2407,-1.253,0.214,0.3971,-5.636,"LOC641367"
9.965,-0.2409,-1.641,0.1047,0.2444,-5.097,"NDUFB6"
8.981,-0.241,-1.018,0.3119,0.5111,-5.894,"KALRN"
9.15,-0.241,-1.177,0.2426,0.4317,-5.724,"MAMLD1"
9.039,-0.241,-1.061,0.2918,0.4898,-5.85,"CCDC3"
9.183,-0.2411,-0.8366,0.4053,0.5954,-6.058,"GPRASP1"
10.33,-0.2411,-1.109,0.2709,0.4654,-5.8,"CLSTN3"
8.42,-0.2411,-1.99,0.05005,0.145,-4.499,"ZNF251"
2.463,-0.2411,-1.253,0.2139,0.3969,-5.635,"RRH"
9.459,-0.2412,-2.833,0.005855,0.03085,-2.641,"CCNT2"
10.46,-0.2413,-3.149,0.002314,0.01568,-1.807,"LRRC47"
10.38,-0.2414,-2.195,0.03114,0.1031,-4.1,"HDAC5"
3.287,-0.2414,-1.181,0.2413,0.4302,-5.72,"LOC100134259"
2.757,-0.2415,-0.7704,0.4434,0.6304,-6.11,"LOC90246"
7.599,-0.2417,-2.405,0.01854,0.07086,-3.655,"AUH"
5.063,-0.2419,-1.14,0.2576,0.4494,-5.766,"NIPSNAP3B"
10.69,-0.242,-2.06,0.04271,0.1291,-4.366,"SUPT4H1"
9.115,-0.2421,-1.983,0.05088,0.1467,-4.512,"IFIT5"
-0.5366,-0.2421,-1.449,0.1514,0.3155,-5.381,"C6orf126"
9.846,-0.2421,-2.416,0.01802,0.06944,-3.63,"CWC15"
2.478,-0.2421,-0.7283,0.4686,0.6522,-6.141,"C6orf41"
1.665,-0.2422,-0.522,0.6032,0.7668,-6.267,"FRMPD2"
7.743,-0.2422,-3.14,0.002378,0.016,-1.832,"C2orf56"
10.61,-0.2422,-2.438,0.01704,0.06667,-3.582,"RABGAP1"
9.277,-0.2425,-2.194,0.03114,0.1031,-4.1,"OGG1"
7.553,-0.2426,-1.889,0.06262,0.1704,-4.683,"LIN52"
8.923,-0.2426,-1.695,0.09393,0.2262,-5.011,"ICA1L"
10.95,-0.2426,-3.038,0.00323,0.01982,-2.108,"POLR2B"
4.678,-0.2426,-0.7504,0.4553,0.6408,-6.125,"CCDC150"
8.648,-0.2429,-2.987,0.003753,0.02216,-2.243,"METTL6"
7.039,-0.2429,-2.49,0.01488,0.06051,-3.464,"ZNF585A"
4.108,-0.2429,-0.8585,0.3932,0.5842,-6.04,"ELMO3"
11.41,-0.2429,-2.041,0.04461,0.1333,-4.403,"NCOA4"
4.906,-0.243,-0.4675,0.6414,0.7977,-6.293,"KCNS1"
9.111,-0.243,-1.618,0.1097,0.2525,-5.133,"TARBP2"
6.109,-0.2431,-1.386,0.1696,0.339,-5.466,"C4orf12"
7.357,-0.2431,-1.151,0.2533,0.4447,-5.754,"GCNT2"
10.99,-0.2432,-2.511,0.01409,0.05805,-3.416,"STUB1"
7.121,-0.2434,-1.997,0.04926,0.1432,-4.485,"FDXACB1"
9.9,-0.2435,-1.386,0.1696,0.339,-5.466,"SYNGAP1"
11.66,-0.2436,-1.857,0.06709,0.1792,-4.74,"COX6B1"
9.223,-0.2436,-0.9046,0.3684,0.5611,-6,"KLF15"
7.573,-0.2438,-0.6548,0.5145,0.6929,-6.19,"HAPLN4"
8.325,-0.2438,-2.345,0.02155,0.079,-3.785,"EXOG"
7.975,-0.2439,-2.779,0.006811,0.03442,-2.776,"ZNF250"
8.188,-0.2439,-3.847,0.0002413,0.003191,0.2647,"ZNF174"
6.948,-0.2441,-1.258,0.2122,0.3946,-5.629,"AGAP4"
11.22,-0.2442,-2.873,0.005218,0.02828,-2.538,"SRP72"
10.94,-0.2442,-1.435,0.1552,0.3211,-5.4,"QDPR"
0.2749,-0.2443,-0.7958,0.4285,0.6175,-6.09,"TCAM1P"
8.769,-0.2443,-2.796,0.006496,0.03325,-2.733,"RPUSD3"
10.64,-0.2444,-1.351,0.1804,0.3538,-5.512,"ATP2B1"
7.013,-0.2445,-1.031,0.3056,0.5047,-5.881,"FRG1B"
-0.7118,-0.2446,-1.758,0.08255,0.2071,-4.907,"KNG1"
9.286,-0.2446,-2.427,0.01751,0.06811,-3.605,"UBE2W"
10.63,-0.2446,-2.427,0.01748,0.06802,-3.604,"PCCB"
8.866,-0.2446,-2.61,0.01084,0.04783,-3.186,"VIPAR"
7.581,-0.2448,-1.248,0.2156,0.399,-5.641,"MYO9A"
-0.517,-0.2448,-1.443,0.153,0.3181,-5.389,"ADIPOQ"
8.227,-0.2448,-2.293,0.02449,0.08661,-3.895,"EPC1"
4.478,-0.245,-0.5669,0.5724,0.7407,-6.243,"RMST"
-0.5577,-0.245,-1.723,0.08881,0.218,-4.966,"FAM26D"
11.14,-0.2451,-2.232,0.02845,0.09645,-4.023,"GOLGA7"
3.6,-0.2452,-1.103,0.2734,0.468,-5.806,"C5orf27"
8.871,-0.2452,-2.587,0.01151,0.05003,-3.239,"BCS1L"
8.788,-0.2452,-0.594,0.5542,0.7262,-6.228,"D4S234E"
9.815,-0.2453,-2.01,0.04786,0.1403,-4.461,"VARS2"
9.322,-0.2453,-0.5479,0.5853,0.7518,-6.253,"SEZ6"
7.112,-0.2453,-1.653,0.1022,0.2405,-5.078,"ZNF77"
10.04,-0.2455,-2.489,0.01491,0.06058,-3.466,"FXR2"
0.1977,-0.2456,-0.592,0.5556,0.7272,-6.229,"APOH"
9.378,-0.2457,-0.8913,0.3755,0.5682,-6.012,"EFNB3"
0.2344,-0.2458,-0.7774,0.4392,0.6271,-6.104,"FER1L6"
8.109,-0.2458,-2.492,0.01481,0.06028,-3.46,"MRPS31"
10.51,-0.2458,-2.293,0.0245,0.08661,-3.895,"KLHL7"
7.011,-0.2459,-1.382,0.1707,0.3405,-5.471,"ZFP82"
7.432,-0.2461,-1.983,0.05085,0.1466,-4.512,"L2HGDH"
9.721,-0.2461,-0.4573,0.6487,0.8033,-6.298,"LHFPL3"
3.3,-0.2461,-0.8312,0.4084,0.5984,-6.062,"AGAP11"
9.702,-0.2461,-2.349,0.02133,0.07833,-3.776,"EPT1"
7.555,-0.2462,-1.861,0.0665,0.1782,-4.732,"LOC344595"
4.167,-0.2463,-0.4645,0.6436,0.7992,-6.295,"LHX9"
-0.2179,-0.2464,-1.195,0.2357,0.4232,-5.704,"POF1B"
8.393,-0.2465,-1.857,0.06704,0.1792,-4.739,"LIG4"
10.32,-0.2466,-1.889,0.06252,0.1701,-4.682,"GADD45GIP1"
-0.742,-0.2466,-1.627,0.1077,0.2492,-5.119,"GFRA4"
11.32,-0.2466,-1.874,0.06464,0.1744,-4.709,"SMARCD3"
9.809,-0.2468,-2.028,0.0459,0.136,-4.426,"SGSM3"
4.12,-0.2468,-0.9983,0.3212,0.5205,-5.913,"C17orf107"
8.584,-0.2469,-2.208,0.03017,0.1007,-4.073,"ZNF510"
0.6938,-0.2469,-0.694,0.4897,0.6705,-6.164,"HIST1H2AD"
9.802,-0.247,-1.607,0.112,0.256,-5.149,"BRD3"
7.951,-0.2471,-0.8495,0.3982,0.5888,-6.047,"C21orf91"
9.28,-0.2474,-1.742,0.08532,0.2117,-4.934,"TTC14"
-0.7909,-0.2475,-1.985,0.05057,0.146,-4.507,"FLJ25758"
1.514,-0.2475,-1.26,0.2115,0.3938,-5.627,"FUNDC2P2"
9.282,-0.2475,-2.477,0.01537,0.06188,-3.492,"PREP"
8.347,-0.2476,-1.472,0.1449,0.3062,-5.348,"RWDD2B"
9.283,-0.2476,-2.706,0.008339,0.03981,-2.955,"C11orf46"
9.12,-0.2476,-1.01,0.3157,0.5151,-5.902,"NAT8L"
7.279,-0.2478,-1.102,0.2739,0.4687,-5.807,"FKBP1B"
4.471,-0.2479,-1.842,0.06922,0.1832,-4.765,"LOC401010"
-0.7255,-0.248,-2.188,0.03164,0.1043,-4.113,"SYCP3"
9.175,-0.248,-2.805,0.006325,0.03261,-2.71,"ILKAP"
-0.876,-0.248,-2.172,0.03285,0.1073,-4.145,"TSPY2"
9.504,-0.248,-1.924,0.0579,0.1608,-4.619,"PDS5B"
4.681,-0.2481,-1.098,0.2757,0.471,-5.812,"ANKLE1"
11.07,-0.2482,-1.447,0.1518,0.3161,-5.383,"GRLF1"
11.04,-0.2482,-2.694,0.008619,0.04061,-2.984,"ECH1"
9.539,-0.2482,-1.692,0.0945,0.2272,-5.015,"LARP6"
9.078,-0.2483,-1.841,0.06933,0.1834,-4.766,"FAM165B"
12.49,-0.2484,-2.122,0.03697,0.1168,-4.245,"COX4I1"
4.521,-0.2485,-0.6959,0.4885,0.6692,-6.163,"GPR68"
-0.8303,-0.2485,-2.263,0.02636,0.09133,-3.958,"OR2M4"
7.039,-0.2486,-2.419,0.01785,0.06896,-3.622,"C2orf49"
6.815,-0.2487,-2.185,0.03186,0.1049,-4.119,"ZNF555"
11.23,-0.2487,-3.089,0.002774,0.01785,-1.971,"LRPPRC"
7.177,-0.2487,-2.364,0.02053,0.07627,-3.743,"DET1"
9.757,-0.2489,-2.094,0.03943,0.1226,-4.299,"VHL"
7.995,-0.249,-1.024,0.3091,0.5082,-5.888,"MMP28"
7.782,-0.2491,-2.172,0.03282,0.1072,-4.144,"NUFIP1"
10.16,-0.2491,-1.262,0.2108,0.393,-5.625,"MICAL3"
1.851,-0.2491,-0.5346,0.5944,0.7591,-6.26,"TSPAN8"
8.31,-0.2494,-2.038,0.0449,0.1338,-4.408,"C13orf1"
-0.5963,-0.2494,-1.832,0.07074,0.1861,-4.783,"HMGB3L1"
6.15,-0.2496,-2.035,0.04519,0.1344,-4.414,"ZNF585B"
-0.6055,-0.2496,-1.193,0.2363,0.4238,-5.706,"RNU6ATAC"
8.214,-0.2496,-2.489,0.01492,0.0606,-3.466,"ZNF48"
9.91,-0.2496,-1.615,0.1103,0.2533,-5.137,"SOX12"
8.344,-0.2498,-2.301,0.02403,0.08539,-3.879,"TTC9C"
10.08,-0.2498,-2.037,0.04498,0.134,-4.41,"ACTR10"
9.005,-0.2498,-1.767,0.08105,0.2042,-4.893,"NIT2"
14.53,-0.25,-1.494,0.1392,0.2983,-5.317,"UBB"
8.916,-0.25,-1.554,0.1242,0.2761,-5.23,"MYST4"
11.89,-0.2501,-2.419,0.01787,0.06899,-3.623,"CCT2"
8.458,-0.2501,-2.561,0.01235,0.05269,-3.301,"NR2C1"
7.259,-0.2502,-2.068,0.04196,0.1278,-4.352,"PDP2"
13.16,-0.2503,-0.8071,0.422,0.6118,-6.081,"S100B"
10.27,-0.2504,-2.305,0.02381,0.08478,-3.871,"VPS72"
8.17,-0.2504,-1.091,0.2785,0.4745,-5.819,"VAMP1"
-0.3412,-0.2505,-0.8504,0.3977,0.5884,-6.046,"DAZL"
11.26,-0.2505,-2.015,0.04731,0.1391,-4.452,"PIK3R2"
8.574,-0.2507,-2.036,0.04505,0.1341,-4.411,"TRMU"
11.75,-0.2507,-1.965,0.05296,0.151,-4.545,"PINK1"
1.672,-0.2507,-1.055,0.2946,0.4929,-5.856,"OCM"
5.669,-0.2508,-1.687,0.09554,0.2287,-5.024,"LOC100130932"
10.76,-0.2509,-1.745,0.08493,0.2112,-4.93,"LIMCH1"
8.411,-0.2509,-2.113,0.03775,0.1188,-4.263,"SGMS1"
4.6,-0.251,-0.6422,0.5226,0.7003,-6.198,"RNF207"
8.918,-0.251,-2.246,0.02747,0.09406,-3.993,"NPRL2"
-0.7766,-0.2511,-2.25,0.02726,0.09351,-3.986,"SPATA19"
7.793,-0.2511,-0.8863,0.3782,0.5708,-6.016,"FAM86D"
6.981,-0.2511,-0.8072,0.422,0.6118,-6.081,"FAM81A"
9.677,-0.2512,-3.097,0.002709,0.01755,-1.949,"EDC3"
-0.4104,-0.2512,-1.188,0.2382,0.4262,-5.711,"SEL1L2"
9.783,-0.2513,-2.173,0.03281,0.1072,-4.144,"RCBTB1"
7.322,-0.2513,-1.144,0.2561,0.4478,-5.762,"ARHGAP6"
9.005,-0.2514,-2.892,0.004941,0.0271,-2.489,"GNPDA2"
5.762,-0.2515,-1.593,0.1152,0.2614,-5.171,"C15orf37"
10.02,-0.2515,-1.853,0.06758,0.18,-4.746,"FAM131A"
-0.6287,-0.2515,-1.081,0.2828,0.4794,-5.829,"LOC728276"
-0.8742,-0.2517,-2.19,0.03145,0.1038,-4.108,"OR10H5"
3.001,-0.2517,-0.5155,0.6077,0.7706,-6.27,"HOXC5"
0.7007,-0.2518,-0.9655,0.3372,0.5358,-5.944,"STX19"
-0.4185,-0.2519,-1.191,0.2371,0.4249,-5.708,"DSG3"
9.473,-0.252,-1.773,0.08011,0.2026,-4.883,"TMEM97"
8.334,-0.2521,-1.274,0.2063,0.3877,-5.609,"RNFT2"
8.391,-0.2522,-1.935,0.05657,0.1582,-4.6,"RAB11FIP2"
2.878,-0.2523,-1.319,0.1909,0.3675,-5.553,"NOXO1"
9.457,-0.2524,-2.058,0.04289,0.1296,-4.37,"ZNF260"
4.825,-0.2524,-1.353,0.1798,0.3532,-5.509,"BMS1P5"
1.084,-0.2525,-0.7628,0.4479,0.6344,-6.115,"DNASE1L3"
8.676,-0.2526,-0.839,0.404,0.5941,-6.056,"PLEKHA6"
10.45,-0.2526,-2.404,0.01858,0.07099,-3.657,"MLST8"
-0.775,-0.2527,-2.371,0.02015,0.07532,-3.727,"FOXI2"
10.8,-0.2528,-2.259,0.02664,0.09195,-3.967,"SRM"
9.596,-0.2529,-1.79,0.07722,0.1973,-4.854,"RAB4B"
0.3712,-0.253,-0.9907,0.3249,0.5243,-5.92,"NIPAL1"
-0.4839,-0.2531,-1.512,0.1346,0.2919,-5.291,"DRD3"
9.642,-0.2532,-2.665,0.009342,0.04293,-3.055,"ZNF639"
4.24,-0.2532,-0.7554,0.4523,0.638,-6.121,"FMO3"
10.12,-0.2533,-1.279,0.2047,0.3858,-5.604,"ZNF238"
3.375,-0.2534,-0.8662,0.389,0.5807,-6.033,"FLJ35024"
-0.8474,-0.2534,-2.422,0.01772,0.0686,-3.616,"OR2T33"
-0.7917,-0.2535,-2.173,0.03279,0.1072,-4.144,"SLC5A8"
10.82,-0.2535,-2.4,0.01877,0.07148,-3.666,"VBP1"
9.788,-0.2536,-2.705,0.008359,0.03988,-2.957,"C12orf10"
-0.6418,-0.2536,-1.914,0.05923,0.1636,-4.638,"FRMD1"
-0.4219,-0.2537,-1.07,0.2878,0.4852,-5.841,"ADH1C"
7.611,-0.2539,-0.9539,0.3431,0.5397,-5.955,"WDR62"
9.718,-0.2541,-1.963,0.05322,0.1516,-4.549,"DGCR6L"
7.34,-0.2542,-2.263,0.02635,0.09133,-3.957,"ZNF132"
2.949,-0.2542,-0.7142,0.4772,0.6597,-6.15,"C10orf128"
5.156,-0.2543,-1.686,0.09566,0.2289,-5.025,"GEMIN8P4"
-0.5946,-0.2543,-1.421,0.1594,0.3268,-5.42,"SNORA3"
8.043,-0.2544,-2.222,0.02916,0.09828,-4.044,"TUBGCP4"
4.467,-0.2544,-1.238,0.2192,0.4031,-5.653,"C19orf76"
3.798,-0.2545,-0.9087,0.3663,0.5585,-5.996,"RFPL3S"
11.69,-0.2546,-1.867,0.06564,0.1762,-4.722,"ATP5O"
-0.7679,-0.2547,-1.624,0.1083,0.25,-5.123,"SNORA14A"
6.819,-0.255,-2.121,0.03705,0.1171,-4.247,"ZNF8"
9.371,-0.255,-1.681,0.09666,0.2307,-5.033,"MRPL33"
13.2,-0.2551,-1.618,0.1098,0.2525,-5.133,"RTN3"
8.529,-0.2552,-1.615,0.1103,0.2533,-5.137,"PDE9A"
9.906,-0.2553,-2.087,0.04012,0.1241,-4.314,"DGUOK"
10.45,-0.2554,-2.762,0.007138,0.03559,-2.817,"KPNA3"
8.908,-0.2554,-2.157,0.03404,0.1101,-4.175,"FBXO34"
9.149,-0.2555,-1.714,0.09046,0.2206,-4.981,"CCDC85B"
10.85,-0.2556,-3.506,0.000754,0.007068,-0.7851,"DNAJA2"
4.57,-0.2558,-1.588,0.1164,0.2632,-5.179,"PSIMCT.1"
9.922,-0.2558,-2.542,0.01299,0.05476,-3.345,"DDHD2"
9.184,-0.2558,-1.512,0.1346,0.2919,-5.292,"KIAA1467"
10.7,-0.2558,-2.303,0.02393,0.08508,-3.875,"PRPS1"
3.158,-0.256,-1.182,0.2409,0.4296,-5.719,"ZNF157"
7.619,-0.2561,-2.517,0.01387,0.0574,-3.402,"ZNF527"
10.37,-0.2563,-1.598,0.1141,0.2596,-5.164,"SFRS18"
8.831,-0.2564,-1.515,0.1338,0.2906,-5.287,"DUSP7"
11.09,-0.2566,-1.891,0.06234,0.1698,-4.68,"ERH"
8.712,-0.2569,-1.702,0.09268,0.2242,-5,"C2CD2L"
9.108,-0.2569,-3.127,0.00247,0.01645,-1.866,"LEMD3"
7.302,-0.2569,-2.134,0.03594,0.1143,-4.221,"LOC220729"
1.572,-0.2572,-1.025,0.3083,0.5075,-5.886,"C10orf68"
9.308,-0.2572,-2.271,0.02589,0.09021,-3.943,"NUP88"
11.54,-0.2572,-1.657,0.1015,0.2392,-5.072,"ALDH2"
10.16,-0.2573,-1.576,0.1189,0.2676,-5.196,"NUDT4"
9.438,-0.2574,-1.727,0.08809,0.2167,-4.959,"C1orf57"
-0.3108,-0.2574,-1.555,0.1239,0.2757,-5.228,"LOC647288"
8.37,-0.2574,-1.248,0.2156,0.399,-5.641,"ADRBK2"
9.326,-0.2575,-2.308,0.02362,0.08427,-3.864,"ORC3L"
7.912,-0.2575,-0.8393,0.4038,0.5939,-6.055,"C3orf14"
11.73,-0.2576,-2.36,0.02076,0.07685,-3.753,"RBMX"
6.715,-0.2576,-2.596,0.01123,0.04915,-3.218,"ZC3H8"
8.283,-0.2578,-1.96,0.05347,0.1521,-4.553,"BHLHB9"
3.475,-0.258,-0.987,0.3267,0.5259,-5.924,"FOXD4"
3.227,-0.258,-0.7678,0.4449,0.6316,-6.112,"SIX2"
6.522,-0.2581,-1.248,0.2158,0.399,-5.641,"MTBP"
10.44,-0.2582,-2.702,0.008425,0.04007,-2.964,"SCAMP1"
10.31,-0.2584,-2.453,0.01639,0.06492,-3.548,"MKKS"
8.751,-0.2586,-1.152,0.2526,0.444,-5.752,"SPAG5"
6.592,-0.2587,-0.6681,0.506,0.6852,-6.182,"ESCO2"
8.629,-0.2588,-1.079,0.2839,0.4805,-5.832,"CDCA5"
7.684,-0.2588,-2.001,0.04887,0.1424,-4.479,"VRK1"
-0.7146,-0.2588,-1.88,0.06376,0.1727,-4.698,"OR12D2"
0.1011,-0.2589,-1.179,0.2417,0.4307,-5.722,"FRG2C"
5.671,-0.2589,-0.4693,0.6401,0.7967,-6.293,"C11orf87"
5.376,-0.259,-0.5842,0.5607,0.7317,-6.233,"C7orf52"
8.902,-0.2591,-3.183,0.002086,0.01451,-1.713,"HINFP"
7.993,-0.2591,-2.472,0.01558,0.06243,-3.504,"ZNF202"
7.258,-0.2591,-2.664,0.009355,0.04297,-3.057,"GRK4"
10.57,-0.2591,-2.105,0.03849,0.1205,-4.279,"SRPRB"
10.47,-0.2591,-2.246,0.02747,0.09406,-3.993,"IDH3A"
10.92,-0.2591,-3.075,0.002888,0.01838,-2.007,"PPP2R5C"
9.55,-0.2591,-1.604,0.1127,0.2571,-5.154,"MRPL52"
7.707,-0.2591,-2.101,0.03881,0.1212,-4.286,"ZNF419"
7.594,-0.2592,-1.821,0.07236,0.1887,-4.801,"C2orf63"
9.85,-0.2592,-1.817,0.07299,0.1899,-4.808,"NDUFA7"
9.277,-0.2592,-1.104,0.2729,0.4676,-5.805,"KCNMA1"
3.012,-0.2594,-1.077,0.2849,0.4817,-5.834,"ESRRB"
7.26,-0.2595,-2.225,0.02891,0.09759,-4.037,"SCLT1"
9.687,-0.2596,-3.122,0.002512,0.01661,-1.881,"MON2"
8.12,-0.2596,-1.351,0.1804,0.3538,-5.512,"SEMA6C"
9.93,-0.2597,-2.307,0.02369,0.08444,-3.866,"FAM108A1"
9.443,-0.2598,-2.586,0.01155,0.05021,-3.242,"ZBTB44"
8.033,-0.2599,-1.353,0.1799,0.3533,-5.51,"PLCL2"
8.729,-0.2599,-2.635,0.01012,0.04539,-3.126,"ABHD13"
-0.592,-0.2601,-1.836,0.07009,0.1848,-4.775,"TAS2R42"
7.569,-0.2602,-0.8084,0.4213,0.611,-6.08,"CBX2"
9.994,-0.2602,-2.468,0.01574,0.06289,-3.513,"TUSC2"
6.729,-0.2603,-1.298,0.198,0.3767,-5.58,"APOOL"
9.391,-0.2606,-1.169,0.2458,0.4355,-5.733,"SEMA4D"
3.026,-0.2607,-0.9972,0.3217,0.521,-5.914,"FLJ42289"
7.336,-0.2608,-1.911,0.05965,0.1644,-4.643,"BEND7"
12.22,-0.2609,-1.298,0.198,0.3767,-5.58,"ABAT"
9.428,-0.261,-0.9363,0.352,0.5447,-5.971,"KIAA1598"
9.925,-0.2611,-2.848,0.005604,0.02984,-2.602,"CDC123"
5.843,-0.2611,-0.7908,0.4314,0.62,-6.094,"OBSCN"
6.302,-0.2612,-1.132,0.261,0.4536,-5.775,"CENPW"
6.564,-0.2612,-0.8545,0.3954,0.5863,-6.043,"IL34"
10.52,-0.2613,-1.819,0.07275,0.1895,-4.806,"SF3B5"
9.487,-0.2613,-1.259,0.2116,0.3938,-5.627,"COL9A2"
6.142,-0.2615,-0.634,0.5279,0.7043,-6.203,"NRG3"
9.696,-0.2616,-1.36,0.1777,0.35,-5.5,"DAPK1"
-0.8216,-0.2617,-2.227,0.0288,0.0973,-4.033,"OR4K1"
9.114,-0.2618,-3.08,0.002847,0.0182,-1.994,"ZFAND2B"
6.951,-0.2618,-0.8062,0.4226,0.6122,-6.082,"SULT1A1"
9.516,-0.2618,-0.8744,0.3845,0.5761,-6.026,"PDZD2"
9.338,-0.2619,-2.191,0.03139,0.1037,-4.107,"THTPA"
10.33,-0.262,-0.9716,0.3342,0.5327,-5.939,"SLC40A1"
-0.06892,-0.262,-1.435,0.1552,0.3211,-5.4,"ASMT"
11.19,-0.262,-2.407,0.0184,0.07047,-3.648,"ENOPH1"
9.806,-0.262,-2.229,0.02867,0.09698,-4.03,"FBXL17"
-0.4276,-0.2621,-0.9762,0.3319,0.5309,-5.934,"SNORA74A"
11.42,-0.2623,-1.793,0.07679,0.1967,-4.849,"ATP6V0A1"
3.775,-0.2624,-0.7776,0.4391,0.627,-6.104,"TG"
9.794,-0.2625,-1.878,0.06409,0.1734,-4.702,"SELK"
7.87,-0.2626,-1.64,0.1049,0.2447,-5.098,"C4orf46"
1.057,-0.2626,-1.198,0.2344,0.4217,-5.7,"ADAM20"
-0.6946,-0.2627,-1.727,0.08808,0.2167,-4.959,"BRDT"
9.944,-0.2627,-2.041,0.04462,0.1333,-4.403,"TSEN15"
2.042,-0.2628,-1.217,0.2271,0.4127,-5.678,"RPL21P44"
10.09,-0.2628,-2.596,0.01125,0.04921,-3.219,"AIP"
9.228,-0.2629,-2.401,0.01871,0.07129,-3.663,"C4orf27"
1.054,-0.263,-0.9733,0.3334,0.5321,-5.937,"ESPNP"
