"baseMean","log2FoldChange","stat","pvalue","padj","B","symbol"
6.272,1.346,3.215,0.001892,0.01354,-1.624,"SIGLEC14"
3.537,1.345,4.284,5.137e-05,0.001091,1.703,"GPR97"
7.97,1.344,3.808,0.0002756,0.003488,0.1417,"GPX8"
10.74,1.341,6.785,1.929e-09,8.987e-07,11.34,"BHLHE40"
5.041,1.334,3.648,0.0004728,0.005075,-0.3563,"ST6GALNAC2"
6.507,1.332,5.707,1.931e-07,2.414e-05,6.963,"PTPN7"
4.094,1.329,2.744,0.007514,0.03684,-2.863,"TFPI2"
5.693,1.329,4.857,5.917e-06,0.0002451,3.73,"GOLGA2B"
11.12,1.327,5.085,2.422e-06,0.0001331,4.572,"S100A11"
3.214,1.327,3.271,0.001588,0.01196,-1.465,"GATA3"
5.893,1.324,4.856,5.955e-06,0.0002456,3.724,"GPR39"
3.879,1.324,3.212,0.001907,0.01361,-1.632,"LRRC50"
2.28,1.322,4.689,1.13e-05,0.0003899,3.121,"NLRP12"
5.122,1.321,3.292,0.001488,0.01145,-1.406,"TDO2"
5.787,1.32,4.414,3.185e-05,0.0007856,2.15,"EGF"
11.52,1.319,4.344,4.126e-05,0.0009207,1.908,"TUBA1C"
12.61,1.318,6.594,4.431e-09,1.652e-06,10.55,"PLTP"
2.525,1.316,3.466,0.0008581,0.00777,-0.9036,"CCDC147"
9.316,1.314,5.595,3.076e-07,3.336e-05,6.522,"UPP1"
9.424,1.313,4.536,2.022e-05,0.0005848,2.575,"C8orf4"
4.847,1.312,4.157,8.134e-05,0.001501,1.274,"ODF3B"
6.141,1.309,3.416,0.001005,0.008693,-1.049,"HRASLS5"
6.038,1.309,4.075,0.0001088,0.001838,1.004,"SIGLEC7"
2.605,1.309,3.239,0.001754,0.01282,-1.555,"DNAI1"
6.545,1.305,8.117,5.176e-12,2.122e-08,16.96,"ZC3H12A"
10.18,1.304,4.765,8.449e-06,0.0003225,3.395,"GBP1"
10.93,1.303,4.48,2.492e-05,0.0006688,2.379,"IFI30"
1.282,1.3,2.985,0.003775,0.02227,-2.248,"VWA5B1"
7.933,1.297,2.278,0.02542,0.08897,-3.927,"MMP9"
6.363,1.296,5.937,7.379e-08,1.21e-05,7.875,"CASZ1"
6.969,1.296,4.434,2.951e-05,0.0007459,2.221,"CLEC2B"
7.338,1.292,5.723,1.807e-07,2.299e-05,7.026,"EMR2"
11.18,1.291,4.945,4.194e-06,0.0001945,4.054,"CD14"
3.315,1.291,3.57,0.0006103,0.0061,-0.591,"LRRC8E"
0.2815,1.29,3.755,0.00033,0.003926,-0.02472,"IL1F8"
9.625,1.289,5.343,8.615e-07,6.422e-05,5.547,"SLC16A3"
5.575,1.289,4.65,1.313e-05,0.0004362,2.98,"CD72"
11.12,1.288,5.164,1.768e-06,0.0001092,4.868,"ZFP36"
5.113,1.287,4.429,3.013e-05,0.0007579,2.202,"P2RY8"
0.668,1.285,4.335,4.251e-05,0.0009431,1.88,"NXF3"
6.491,1.283,3.153,0.002282,0.01552,-1.794,"LRRC61"
5.83,1.281,4.724,9.898e-06,0.0003554,3.246,"KYNU"
6.747,1.28,5.666,2.294e-07,2.687e-05,6.8,"ANG"
7.22,1.28,5.636,2.587e-07,2.933e-05,6.686,"APOB48R"
10.01,1.28,5.362,7.978e-07,6.06e-05,5.62,"PROS1"
7.914,1.279,6.959,8.994e-10,5.268e-07,12.06,"ALDH3B1"
6.422,1.277,4.917,4.692e-06,0.0002087,3.948,"CYTIP"
2.149,1.277,2.233,0.0284,0.09638,-4.022,"FEZF1"
4.018,1.276,4.538,2.001e-05,0.0005818,2.585,"WBSCR27"
7.885,1.276,2.29,0.02471,0.08716,-3.902,"MEOX2"
6.794,1.274,4.933,4.397e-06,0.0002016,4.009,"SIGLEC9"
3.798,1.273,4.248,5.851e-05,0.001195,1.582,"EFCAB10"
1.201,1.273,2.728,0.007856,0.03813,-2.902,"CCDC129"
7.529,1.273,4.02,0.0001322,0.002111,0.8224,"FBLN7"
11.49,1.272,5.211,1.462e-06,9.634e-05,5.048,"MRC2"
7.362,1.271,3.939,0.0001756,0.002549,0.5592,"LOXL1"
15.12,1.271,3.268,0.001603,0.01203,-1.474,"SPP1"
7.003,1.27,4.577,1.731e-05,0.0005288,2.721,"ANPEP"
3.134,1.269,2.661,0.009427,0.04319,-3.063,"IL1RL1"
7.691,1.269,3.963,0.0001614,0.002405,0.6373,"ST14"
3.106,1.269,2.711,0.008234,0.03939,-2.944,"CD3D"
7.138,1.268,3.513,0.0007354,0.006941,-0.7622,"ITPR3"
10.09,1.264,4.847,6.145e-06,0.0002509,3.694,"PLEKHA4"
1.997,1.264,2.875,0.005196,0.0282,-2.534,"ATP6V0D2"
8.595,1.264,3.827,0.0002585,0.003318,0.201,"ADAM12"
7.479,1.263,2.674,0.009113,0.04223,-3.034,"COL14A1"
11.49,1.262,4.513,2.203e-05,0.0006238,2.495,"FCGR3A"
4.39,1.262,2.942,0.004279,0.0244,-2.361,"HOXA1"
9.653,1.261,5.531,3.993e-07,4.072e-05,6.275,"HRH1"
4.024,1.258,4.441,2.884e-05,0.0007334,2.243,"LOC283314"
7.101,1.258,4.501,2.3e-05,0.0006415,2.455,"FBP1"
5.605,1.257,3.655,0.0004615,0.004997,-0.3339,"MT1L"
8.54,1.255,3.58,0.000591,0.005954,-0.5615,"ACSS3"
3.934,1.255,3.143,0.002357,0.01589,-1.824,"C2orf50"
0.2874,1.25,3.271,0.001592,0.01199,-1.468,"C1orf189"
1.973,1.249,4.479,2.503e-05,0.0006698,2.375,"SCNN1A"
2.634,1.248,3.853,0.0002359,0.003147,0.2857,"CTLA4"
12.04,1.248,5.231,1.351e-06,9.057e-05,5.122,"RCAN1"
2.991,1.247,2.484,0.0151,0.06107,-3.476,"KISS1R"
4.645,1.247,3.463,0.0008662,0.007827,-0.9122,"SLC34A2"
2.982,1.245,4.547,1.938e-05,0.0005692,2.615,"C10orf55"
9.272,1.244,5.013,3.214e-06,0.0001609,4.305,"LAIR1"
8.282,1.242,4.073,0.0001097,0.001846,0.9963,"RAB36"
6.846,1.241,3.396,0.001074,0.009104,-1.109,"PTGS2"
1.54,1.241,2.139,0.03555,0.1134,-4.212,"GPR128"
2.62,1.241,2.448,0.01659,0.06549,-3.558,"RASEF"
4.691,1.239,3.747,0.0003395,0.003998,-0.05093,"BICC1"
5.441,1.238,3.194,0.00202,0.01417,-1.684,"AOX1"
7.894,1.238,6.033,4.909e-08,9.406e-06,8.262,"SLC25A43"
8.539,1.238,3.894,0.0002053,0.00286,0.414,"S100A4"
6.326,1.237,2.37,0.0202,0.07543,-3.729,"STAC"
13.76,1.237,4.416,3.161e-05,0.0007837,2.157,"C3"
4.234,1.236,3.842,0.0002454,0.003223,0.2491,"BATF"
1.784,1.236,4.009,0.0001376,0.002169,0.7855,"TCTEX1D4"
5.44,1.235,3.621,0.0005164,0.005427,-0.4375,"CCDC65"
10.25,1.232,6.104,3.645e-08,7.399e-06,8.544,"PYGL"
4.286,1.232,4.652,1.304e-05,0.0004339,2.987,"CD7"
4.681,1.231,2.232,0.02848,0.09655,-4.024,"COL21A1"
10.21,1.23,4.897,5.067e-06,0.0002201,3.876,"FCGR2A"
11.05,1.23,5.653,2.42e-07,2.787e-05,6.749,"CTSZ"
7.267,1.229,3.596,0.0005609,0.005755,-0.5135,"IL1B"
6.486,1.228,3.991,0.0001465,0.002262,0.7272,"FAM26F"
6.524,1.227,4.394,3.432e-05,0.0008266,2.08,"CCR5"
9.752,1.227,4.92,4.638e-06,0.0002081,3.959,"GFPT2"
7.226,1.226,3.557,0.000637,0.006291,-0.6304,"FPR3"
9.159,1.226,2.812,0.006209,0.03214,-2.693,"PDLIM4"
4.762,1.226,4.552,1.9e-05,0.000563,2.633,"CD274"
7.933,1.225,6.189,2.533e-08,6.123e-06,8.89,"DOK3"
6.281,1.224,3.355,0.001221,0.009947,-1.226,"ADAMTS14"
5.863,1.224,4.041,0.0001227,0.002002,0.8915,"GAPT"
4.687,1.223,2.525,0.01357,0.0565,-3.384,"LOC100271831"
6.078,1.223,3.345,0.001263,0.0102,-1.257,"ARSI"
1.043,1.223,2.598,0.0112,0.04905,-3.215,"C6"
3.255,1.223,2.67,0.009204,0.0425,-3.042,"MT1H"
11.07,1.223,5.913,8.165e-08,1.318e-05,7.779,"ARL4C"
4.902,1.222,2.837,0.005787,0.03057,-2.631,"LAMA3"
9.256,1.221,5.013,3.218e-06,0.0001609,4.303,"RUNX1"
11.67,1.22,3.018,0.003421,0.02071,-2.16,"IGFBP3"
4.51,1.22,4.957,4.005e-06,0.0001896,4.097,"CLDN4"
8.989,1.218,4.725,9.849e-06,0.0003548,3.25,"TYMP"
12.74,1.216,4.911,4.793e-06,0.0002113,3.928,"TAGLN2"
1.393,1.216,3.286,0.00152,0.01161,-1.425,"RBM46"
8.31,1.215,4.789,7.716e-06,0.0003017,3.48,"LTBP2"
11.67,1.215,4.483,2.459e-05,0.0006649,2.392,"NEAT1"
8.077,1.215,4.985,3.598e-06,0.0001765,4.198,"IER3"
7.953,1.214,4.396,3.404e-05,0.0008238,2.088,"LOC100126784"
6.882,1.214,3.227,0.001822,0.01321,-1.59,"RSPH1"
4.806,1.212,3.786,0.0002973,0.003652,0.07154,"C10orf79"
9.842,1.211,3.336,0.001299,0.01043,-1.283,"SNX10"
9.217,1.209,6.768,2.078e-09,9.467e-07,11.27,"CEBPB"
11,1.209,5.988,5.96e-08,1.056e-05,8.078,"SLC39A14"
5.892,1.209,3.82,0.0002648,0.00338,0.1785,"RIBC1"
10.67,1.208,5.123,2.082e-06,0.0001212,4.714,"EFEMP2"
0.1919,1.208,4.264,5.527e-05,0.001143,1.635,"CATSPERB"
10.57,1.207,3.465,0.000861,0.007793,-0.9067,"RGS1"
3.567,1.207,3.437,0.0009416,0.008292,-0.9885,"TSLP"
10.96,1.207,3.537,0.0006815,0.00659,-0.6923,"VSIG4"
0.5785,1.206,3.776,0.0003074,0.00373,0.04072,"CLEC4D"
8.463,1.203,4.752,8.871e-06,0.0003303,3.349,"ALOX5"
8.45,1.202,3.763,0.0003216,0.003838,-0.001074,"DNAH9"
4.449,1.202,3.444,0.0009196,0.008155,-0.967,"ITK"
9.99,1.202,3.342,0.001275,0.01027,-1.265,"TPPP3"
3.143,1.201,2.889,0.00499,0.02732,-2.498,"IL7R"
2.861,1.2,3.88,0.0002149,0.002941,0.3718,"ASGR2"
12.18,1.199,3.154,0.002282,0.01552,-1.794,"VEGFA"
9.389,1.198,4.095,0.0001015,0.001758,1.068,"FBLN5"
12.04,1.197,4.437,2.924e-05,0.0007427,2.23,"EMP1"
3.287,1.195,2.37,0.02022,0.07546,-3.73,"TGM5"
9.818,1.195,4.084,0.0001055,0.0018,1.033,"RARRES3"
7.383,1.193,6.793,1.858e-09,8.861e-07,11.37,"RAB27A"
2.94,1.193,2.537,0.01316,0.0553,-3.357,"CXCR1"
3.845,1.193,2.486,0.01504,0.0609,-3.473,"GPR1"
4.26,1.192,2.564,0.01223,0.05226,-3.292,"FAM176A"
2.484,1.19,1.77,0.08063,0.2034,-4.889,"ARMC3"
12.01,1.189,4.22,6.47e-05,0.001282,1.488,"FOS"
6.045,1.189,6.491,6.919e-09,2.364e-06,10.12,"PRICKLE3"
6.63,1.188,4.931,4.446e-06,0.0002025,3.999,"CISH"
7.342,1.187,3.286,0.001519,0.01161,-1.425,"SELL"
5.606,1.187,4.235,6.126e-05,0.001232,1.539,"C20orf26"
8.103,1.187,3.716,0.0003768,0.004314,-0.1473,"SDC1"
2.272,1.185,3.033,0.003274,0.02003,-2.12,"DNAJB13"
11.91,1.185,4.246,5.887e-05,0.001201,1.576,"C1QA"
3.22,1.185,3.98,0.0001521,0.002317,0.6922,"UBQLNL"
7.527,1.184,2.385,0.01947,0.07335,-3.697,"CA3"
6.996,1.184,5.776,1.449e-07,1.963e-05,7.235,"PLB1"
1.418,1.183,2.451,0.01645,0.06513,-3.551,"RPSAP52"
9.325,1.182,5.496,4.616e-07,4.474e-05,6.138,"GEM"
7.508,1.181,4.603,1.567e-05,0.000495,2.814,"LRRC25"
6.541,1.18,4.219,6.508e-05,0.001287,1.482,"C5orf39"
1.651,1.18,4.51,2.224e-05,0.0006289,2.486,"EPHA1"
9.835,1.18,6.067,4.257e-08,8.312e-06,8.397,"CSF1"
8.215,1.179,6.259,1.878e-08,4.937e-06,9.174,"HSD3B7"
10.01,1.177,3.536,0.0006842,0.006609,-0.696,"FBLN1"
4.316,1.177,1.875,0.06443,0.1741,-4.707,"HOXB4"
5.655,1.176,3.884,0.0002125,0.002927,0.3824,"LCTL"
6.658,1.175,2.549,0.01274,0.0539,-3.328,"DES"
9.852,1.173,5.158,1.81e-06,0.0001111,4.846,"PRSS23"
2.231,1.173,3.611,0.0005338,0.005551,-0.468,"GPR109A"
11.53,1.172,4.873,5.558e-06,0.0002341,3.789,"F3"
1.522,1.172,4.161,8.001e-05,0.001484,1.29,"DMP1"
8.101,1.171,4.144,8.513e-05,0.001553,1.232,"RIN1"
2.836,1.17,2.058,0.0429,0.1296,-4.37,"IDO1"
1.386,1.17,3.538,0.0006779,0.006571,-0.6875,"HTRA4"
10.84,1.17,4.99,3.515e-06,0.0001732,4.22,"STAB1"
4.283,1.169,4.094,0.0001017,0.001758,1.066,"IQUB"
8.558,1.169,5.679,2.166e-07,2.595e-05,6.854,"BACE2"
3.717,1.168,3.241,0.001744,0.01277,-1.55,"CTSW"
7.216,1.167,5.391,7.074e-07,5.687e-05,5.734,"TRIM56"
2.992,1.167,3.454,0.0008924,0.007987,-0.9394,"KCNJ15"
7.065,1.167,4.43,2.999e-05,0.0007563,2.206,"NCF1"
6.356,1.166,4.491,2.393e-05,0.0006558,2.418,"MBOAT1"
1.398,1.165,3.48,0.0008198,0.00751,-0.8618,"BDKRB1"
3.923,1.163,3.346,0.001256,0.01018,-1.252,"C14orf50"
7.663,1.161,3.292,0.001487,0.01145,-1.406,"TOM1L1"
10.58,1.16,4.548,1.933e-05,0.0005692,2.618,"C10orf10"
3.978,1.159,3.839,0.0002477,0.003232,0.2406,"EMR4P"
5.078,1.157,3.766,0.0003177,0.003818,0.01023,"ANKRD53"
9.201,1.154,4.126,9.077e-05,0.001615,1.172,"SIGLEC10"
10.36,1.153,4.008,0.0001376,0.002169,0.7852,"MGST1"
5.02,1.153,3.31,0.001407,0.01102,-1.355,"ADAMTS2"
8.978,1.152,4.708,1.051e-05,0.0003714,3.19,"SLC2A10"
9.132,1.152,7.341,1.66e-10,1.791e-07,13.67,"PIM1"
6.043,1.151,3.099,0.002694,0.0175,-1.944,"LRAT"
0.981,1.15,4.185,7.356e-05,0.001399,1.368,"POM121L8P"
5.583,1.149,3.44,0.0009321,0.008226,-0.9793,"HKDC1"
1.961,1.149,3.552,0.0006487,0.006381,-0.6471,"GPR171"
11.24,1.149,4.336,4.247e-05,0.0009431,1.881,"CDKN1A"
7.997,1.147,3.839,0.0002476,0.003232,0.2407,"PAPLN"
8.813,1.145,3.345,0.001263,0.0102,-1.257,"SCIN"
7.239,1.145,4.724,9.896e-06,0.0003554,3.246,"GNA15"
9.769,1.145,4.509,2.238e-05,0.0006299,2.48,"SLC2A5"
10.89,1.144,4.644,1.34e-05,0.0004439,2.961,"CAPG"
13.14,1.143,6.686,2.966e-09,1.169e-06,10.93,"MSN"
6.708,1.142,4.211,6.676e-05,0.00131,1.458,"C3orf15"
7.441,1.142,2.587,0.01151,0.05003,-3.239,"RYR3"
6.953,1.141,4.681,1.168e-05,0.000401,3.09,"PCSK5"
3.562,1.141,2.56,0.01237,0.05274,-3.302,"ESPNL"
5.396,1.139,3.105,0.002646,0.01729,-1.928,"ADRA1D"
5.097,1.139,4.36,3.889e-05,0.0008819,1.963,"FANK1"
10,1.139,4.812,7.056e-06,0.0002803,3.564,"MAFB"
12.05,1.138,3.725,0.0003647,0.004193,-0.117,"NDRG1"
9.882,1.137,4.525,2.108e-05,0.0006019,2.536,"LTBP1"
2.305,1.137,3.122,0.00251,0.01661,-1.881,"IL18RAP"
9.878,1.137,4.498,2.332e-05,0.0006468,2.442,"TMEM158"
6.506,1.137,3.751,0.0003346,0.003967,-0.03746,"SH2D4A"
3.28,1.136,3.203,0.001964,0.01385,-1.658,"PSORS1C1"
5.039,1.134,2.562,0.0123,0.05248,-3.297,"FST"
10.18,1.134,4.711,1.042e-05,0.0003701,3.198,"CXCR4"
9.946,1.133,3.761,0.0003232,0.003854,-0.005404,"ALOX5AP"
13.46,1.132,5.502,4.493e-07,4.416e-05,6.163,"FLNA"
3.527,1.132,2.672,0.009168,0.04239,-3.039,"DYNLRB2"
1.007,1.131,3.558,0.0006356,0.006282,-0.6283,"NLRP6"
6.069,1.131,3.588,0.0005768,0.005855,-0.5392,"C17orf72"
3.281,1.13,4.596,1.611e-05,0.0005035,2.788,"SLA2"
5.041,1.13,3.694,0.0004049,0.004558,-0.2134,"IL2RB"
2.961,1.128,2.147,0.03487,0.1119,-4.196,"ARMC4"
7.575,1.127,5.06,2.668e-06,0.0001425,4.48,"CCDC40"
8.916,1.127,4.751,8.926e-06,0.0003315,3.343,"C1orf38"
2.557,1.125,4.416,3.157e-05,0.0007835,2.158,"TEC"
4.76,1.124,2.604,0.01099,0.04837,-3.199,"GSC"
4.482,1.124,2.448,0.01659,0.06549,-3.559,"ALPK2"
6.529,1.123,4.067,0.0001121,0.001873,0.9759,"SIRPB2"
6.63,1.123,4.565,1.813e-05,0.0005467,2.677,"OSCAR"
3.249,1.123,2.678,0.009012,0.04191,-3.024,"MT1A"
3.563,1.121,3.063,0.002994,0.01887,-2.04,"CEACAM1"
12.57,1.121,3.985,0.0001495,0.00229,0.7082,"C1QB"
1.558,1.12,2.275,0.0256,0.08939,-3.933,"BTC"
2.179,1.119,3.559,0.000633,0.006263,-0.6246,"CASP5"
7.719,1.118,3.514,0.0007348,0.006939,-0.7614,"IL1R1"
7.494,1.118,4.673,1.203e-05,0.0004105,3.062,"APOBEC3C"
7.867,1.117,5.04,2.893e-06,0.0001505,4.404,"TMCO4"
9.169,1.117,4.595,1.618e-05,0.0005049,2.784,"WWTR1"
7.814,1.117,4.519,2.156e-05,0.0006122,2.515,"EVC"
1.299,1.116,2.236,0.02817,0.09579,-4.014,"AFP"
6.404,1.116,4.348,4.064e-05,0.0009097,1.922,"CSF2RB"
9.215,1.115,6.876,1.291e-09,6.945e-07,11.72,"F11R"
6.872,1.115,3.798,0.0002855,0.003573,0.1089,"KDELR3"
12.42,1.115,4.497,2.34e-05,0.0006477,2.438,"COL6A1"
2.566,1.114,3.313,0.001394,0.01095,-1.347,"CXCR3"
9.403,1.114,4.71,1.044e-05,0.0003702,3.196,"SLA"
8.076,1.113,2.729,0.007834,0.03805,-2.9,"NAPSB"
1.427,1.112,3.378,0.001137,0.009474,-1.161,"GPR109B"
4.154,1.112,3.621,0.0005165,0.005427,-0.4376,"VGLL3"
11.2,1.111,3.959,0.0001638,0.00243,0.6235,"DUSP1"
4.6,1.11,2.691,0.00869,0.0408,-2.992,"CD2"
4.46,1.109,4.147,8.422e-05,0.00154,1.242,"APOBEC3D"
6.122,1.109,2.747,0.007454,0.03664,-2.856,"FAP"
1.187,1.108,3.081,0.002838,0.01816,-1.991,"SPIB"
4.352,1.108,3.525,0.0007087,0.006764,-0.7283,"PRRG4"
8.459,1.108,4.612,1.514e-05,0.0004858,2.846,"ITGA2"
2.454,1.108,3.396,0.001074,0.009104,-1.109,"C2orf73"
3.111,1.108,2.859,0.005441,0.02917,-2.576,"FCN3"
11.08,1.108,4.926,4.533e-06,0.0002053,3.98,"JUNB"
3.012,1.107,2.474,0.01552,0.06223,-3.501,"GAS2L2"
6.613,1.107,4.842,6.281e-06,0.0002555,3.673,"TNFAIP8"
9.44,1.106,3.728,0.000361,0.004163,-0.1077,"LOXL2"
3.839,1.105,2.952,0.004153,0.0239,-2.334,"LCK"
2.102,1.104,2.122,0.03696,0.1168,-4.245,"HOXB5"
8.387,1.104,4.545,1.948e-05,0.0005707,2.61,"ITGAM"
0.7926,1.103,3.549,0.0006557,0.006438,-0.6569,"ANO9"
2.048,1.103,3.456,0.0008853,0.007946,-0.9321,"XKRX"
8.729,1.102,5.476,5.009e-07,4.668e-05,6.06,"RFX2"
8.651,1.102,3.475,0.0008341,0.007607,-0.8776,"COLEC12"
9.278,1.101,2.962,0.004032,0.0234,-2.307,"LYZ"
9.629,1.101,5.281,1.104e-06,7.776e-05,5.313,"TNFRSF1B"
5.749,1.1,3.641,0.000484,0.005166,-0.3779,"PRF1"
9.977,1.099,3.582,0.0005869,0.005927,-0.5551,"VCAM1"
4.182,1.098,4.042,0.0001222,0.001996,0.8955,"RAB38"
3.009,1.098,3.246,0.001719,0.01265,-1.537,"FAM177B"
8.778,1.098,4.452,2.761e-05,0.0007148,2.283,"IL10RA"
8.875,1.098,5.803,1.294e-07,1.792e-05,7.342,"ZNF217"
8.799,1.097,4.326,4.402e-05,0.0009651,1.847,"MDFIC"
6.444,1.097,2.465,0.01586,0.06325,-3.52,"LRRC2"
8.532,1.096,5.694,2.04e-07,2.502e-05,6.911,"MAP3K6"
4.087,1.095,1.963,0.05322,0.1516,-4.549,"MSLN"
9.501,1.095,3.946,0.0001713,0.002511,0.5818,"C7orf68"
8.178,1.094,3.388,0.001101,0.009243,-1.131,"COL8A2"
3.396,1.094,2.868,0.005297,0.02862,-2.552,"CDSN"
11.09,1.094,4.524,2.115e-05,0.0006032,2.533,"ITGB2"
8.311,1.094,3.664,0.0004479,0.004915,-0.3064,"GDPD2"
9.044,1.093,5.365,7.86e-07,6.036e-05,5.634,"TCIRG1"
15.82,1.093,5.397,6.905e-07,5.595e-05,5.757,"VIM"
10.05,1.093,4.604,1.564e-05,0.0004948,2.816,"DNALI1"
2.603,1.092,2.493,0.01476,0.06014,-3.457,"EGFL6"
9.686,1.091,3.964,0.0001608,0.0024,0.641,"KIAA0040"
10.99,1.091,3.819,0.000265,0.00338,0.178,"SYNPO"
7.583,1.089,4.287,5.068e-05,0.001079,1.716,"NFE2L3"
4.749,1.088,3.429,0.0009654,0.008435,-1.011,"MORN3"
2.26,1.088,4.016,0.0001339,0.002134,0.8104,"ICAM4"
9.991,1.088,3.675,0.0004313,0.004785,-0.2717,"C1QTNF1"
7.501,1.087,3.495,0.0007806,0.007257,-0.8169,"LRIG3"
7.752,1.087,4.938,4.319e-06,0.000199,4.026,"SPAG1"
4.721,1.087,2.477,0.01538,0.0619,-3.493,"FCGR3B"
8.664,1.086,4.508,2.239e-05,0.0006299,2.48,"TLR2"
4.203,1.084,3.298,0.001462,0.01132,-1.39,"VNN1"
8.728,1.084,3.911,0.0001936,0.002739,0.4687,"APOL1"
6.122,1.083,3.031,0.003293,0.02011,-2.125,"SPEF1"
6.751,1.083,2.302,0.02396,0.08517,-3.876,"C1orf173"
9.206,1.082,4.801,7.343e-06,0.0002901,3.527,"EPHB4"
9.226,1.081,2.99,0.003716,0.02198,-2.234,"FPR1"
6.954,1.08,4.733,9.546e-06,0.0003458,3.28,"MAP3K8"
3.815,1.08,3.225,0.001835,0.01326,-1.597,"IL11"
8.077,1.08,4.88,5.416e-06,0.0002311,3.813,"WAS"
3.255,1.079,3.528,0.000701,0.006722,-0.7183,"CCDC153"
9.906,1.077,4.084,0.0001054,0.0018,1.033,"FCER1G"
9.632,1.077,5.812,1.244e-07,1.759e-05,7.38,"KDELC2"
3.437,1.077,1.986,0.05054,0.146,-4.507,"CLUL1"
9.576,1.077,4.578,1.722e-05,0.0005276,2.726,"SAMD9L"
10.44,1.075,5.634,2.61e-07,2.94e-05,6.677,"MVP"
12.33,1.075,4.012,0.0001361,0.002156,0.7955,"C1QC"
1.891,1.075,2.442,0.01682,0.06612,-3.571,"LOC400804"
4.545,1.074,3.74,0.0003472,0.004058,-0.07154,"IL7"
1.365,1.073,3.478,0.0008252,0.007545,-0.8677,"TRAT1"
4.865,1.073,3.223,0.001844,0.01331,-1.601,"DCDC2"
4.026,1.072,2.5,0.01448,0.05926,-3.44,"OR51E1"
9.549,1.072,5.127,2.051e-06,0.0001208,4.728,"FOSL2"
8.944,1.072,3.264,0.001626,0.01213,-1.487,"GYG2"
9.431,1.071,4.869,5.662e-06,0.0002371,3.771,"ARSD"
10.47,1.071,6.365,1.192e-08,3.395e-06,9.605,"ITGB5"
8.354,1.07,4.969,3.829e-06,0.0001848,4.139,"ARHGAP30"
7.933,1.069,4.716,1.021e-05,0.0003634,3.217,"C1orf162"
6.857,1.068,3.483,0.0008126,0.007467,-0.8537,"ITGB3"
3.394,1.068,3.254,0.001678,0.01242,-1.515,"CD96"
5.871,1.068,3.865,0.0002269,0.003054,0.3215,"PSTPIP1"
5.531,1.067,2.71,0.008254,0.03947,-2.946,"E2F8"
5.158,1.067,3.158,0.002254,0.01539,-1.783,"NCF1C"
6.473,1.066,3.85,0.000239,0.003171,0.2735,"DENND2D"
8.984,1.066,5.846,1.079e-07,1.611e-05,7.514,"B3GNT9"
1.945,1.065,4.025,0.0001299,0.002082,0.839,"LAX1"
8.993,1.065,4.18,7.486e-05,0.00142,1.352,"ECM2"
7.507,1.065,3.592,0.0005692,0.005803,-0.527,"HAS2"
7.82,1.063,2.789,0.006628,0.03376,-2.751,"PIRT"
4.833,1.063,2.729,0.007834,0.03805,-2.9,"LOC400759"
7.487,1.063,4.418,3.137e-05,0.0007795,2.164,"ALPK1"
9.17,1.062,5.231,1.352e-06,9.057e-05,5.122,"B4GALT1"
12.33,1.062,3.374,0.00115,0.009531,-1.171,"COL4A1"
5.57,1.061,2.972,0.003922,0.02292,-2.283,"TLR8"
9.726,1.061,5.076,2.506e-06,0.0001359,4.539,"SLC43A3"
9.904,1.06,3.187,0.002063,0.0144,-1.703,"MS4A6A"
7.991,1.059,4.391,3.463e-05,0.0008283,2.072,"HTATIP2"
5.79,1.059,3.996,0.0001438,0.002239,0.7444,"SOCS1"
6.919,1.058,4.123,9.176e-05,0.001629,1.162,"ACCS"
7.505,1.058,6.949,9.382e-10,5.343e-07,12.02,"DYRK3"
10.12,1.058,4.371,3.737e-05,0.000866,2,"GADD45B"
3.632,1.058,2.445,0.01673,0.06588,-3.566,"MCTP2"
8.447,1.057,5.054,2.741e-06,0.0001448,4.455,"DRAM1"
5.814,1.057,3.217,0.00188,0.01349,-1.619,"SLC16A10"
13.02,1.056,4.171,7.715e-05,0.001447,1.324,"CD99"
5.745,1.056,4.273,5.333e-05,0.001113,1.668,"CACNA2D4"
9.582,1.056,2.341,0.02173,0.07941,-3.792,"MOXD1"
5.396,1.056,4.087,0.0001044,0.001787,1.042,"MS4A14"
8.5,1.055,5.544,3.787e-07,3.921e-05,6.325,"TNFAIP3"
11.98,1.055,7.899,1.374e-11,3.4e-08,16.04,"ZFP36L2"
3.227,1.055,2,0.04893,0.1425,-4.48,"MFAP5"
6.788,1.054,5.334,8.905e-07,6.567e-05,5.516,"CCDC102A"
8.113,1.054,7.414,1.199e-10,1.537e-07,13.98,"LATS2"
14.84,1.053,3.995,0.0001445,0.002244,0.7402,"CD74"
6.372,1.052,2.214,0.0297,0.0997,-4.06,"LYVE1"
4.724,1.052,2.757,0.007245,0.03593,-2.83,"CD3E"
5.708,1.052,2.031,0.04561,0.1354,-4.421,"ARSF"
4.888,1.051,2.852,0.005536,0.02958,-2.591,"GPR82"
6.502,1.051,3.546,0.0006617,0.006472,-0.6653,"CARD16"
7.459,1.051,3.191,0.002035,0.01425,-1.69,"EPS8L2"
8.096,1.051,2.62,0.01055,0.04682,-3.162,"PCSK1"
5.816,1.05,5.057,2.703e-06,0.0001439,4.468,"GPR132"
10.12,1.05,4.795,7.522e-06,0.0002966,3.504,"HCLS1"
6.303,1.046,4.456,2.721e-05,0.0007097,2.297,"DENND1C"
